Croque Madame With Cranberry-Mustard Relish,1
Toasted Coconut Dacquoise with Orange Pineapple Ice Cream,1
Milk Chocolate Fudge,1
Spiced Beef and Onion Pitas with Parsley Sauce,1
"Grilled Eggplant, Red Bell Pepper and Arugula Rolls",1
Roasted Root Vegetables with Green Onions,1
"Broccoli Rabe, Black Olive, and Smoked Mozzarella Pizza",1
Gala Apple Newtons with Honey Cream,1
Chile Jam Chicken With Caramelized Sweet Potatoes and Peaches,1
Sage-Roasted Turkey with Caramelized Onions and Sage Gravy,1
Lamb and Zucchini Fusilli Tossed with Basil Butter,1
Fiesta Zucchini,1
Oat and Apple Pancakes With Yogurt,1
"Beef, Black Bean, and Corn Nachos",1
"Chicken, Black Bean and Goat Cheese Toastadas",1
Alternative Oatmeal-Raisin Cookies,1
Roast Pork with Sweet-and-Sour Chile Cilantro Sauce,1
Mediterranean Grilled Lamb Steaks,1
Lamb Burgers in Pita with Yogurt Sauce,1
Oatmeal Wheat Bread,1
Mashed Potatoes with Thyme-Lemon Butter,1
Chicken Cheddar Quesadillas with Tomato and Corn Salsa,1
Four-Cheese Ravioli with Mushrooms,1
Slightly Sweet Dill Refrigerator Pickles,1
Grilled Asian Pork Chops and Baby Bok Choy,1
"Butternut Squash, Parmesan, and Sage Pizzas",1
Greek Potatoes with Lemon Vinaigrette,1
Ham and Swiss Cheese Frittata,1
Steak Salad Sandwiches with Capers,1
Mushroom Goat Cheese Pan Sauce,1
Moroccan Chicken,1
Fettuccine with Shiitake Mushroom Sauce,1
Baked Eggs and Mushrooms in Ham Crisps,1
Corn on the Cob with Lime-Chive Butter,1
Israeli Couscous with Roasted Butternut Squash and Preserved Lemon,1
Roasted Game Hen with Citrus-Clove Glaze,1
Panna Cotta with Crushed Raspberry Sauce,1
"Chicken, Grated Beets, and Beet Greens with Orange Butter",1
Poached Sockeye Salmon with Mustard Herb Sauce,1
Pickled Peppers and Onions,1
Balsamic and Tomato Roast Chicken,1
Ginger-Dill Pickles,1
Grilled Pork Chops with Sweet Lemongrass Marinade,1
Curried Smoked Chicken and Wild Rice Salad,1
"Pizzas with Prosciutto, Peas, Pea Sprouts and Gruyère",1
Veal Scallopini with Olive and Sun-Dried Tomato Sauce,1
"Grilled Sweet Potatoes, Onion, and Bell Pepper with Thyme Vinaigrette",1
"Summer Rice Salad with Feta, Citrus, and Mint",1
Roasted Potato Wedges with Rosemary Butter,1
Pepper-Crusted Steak with Horseradish Cream on Grilled Garlic Crostini,1
"Sugar Snap Pea, Potato and Chive Sauté",1
Beet and Walnut Salad,1
Duck Breast and Frisée Salad,1
Grilled T-Bone Steaks with Balsamic Onion Confit,1
Roasted Chicken Legs with Plum Chili Salsa,1
Lemon-Ginger Pound Cake,1
Mashed Potatoes with Parsnips and Carrots,1
Roast Turkey with Pomegranate Glaze,1
Sesame Soy Vinaigrette,1
Greek Yogurt Ice Cream,1
Roast Turkey with Herbed Bread Stuffing and Giblet Gravy,1
Mocha Muffins with Chocolate Chips and Pecans,1
Cinnamon-Roasted Chicken with Harissa Sauce,1
Carrot Avocado Salad,1
Black Pepper-Crusted Standing Rib Roast au Jus,1
"Pappardelle with Squash, Mushrooms, and Spinach",1
